level,city,town,name,Life expectancy_2010-2015,Any disability_2021,Mobility disability_2021,Coronary heart disease_2021,Current asthma_2021,Diabetes_2021,High blood pressure_2021,Annual checkup_2021,Dental visit_2020,Health insurance_2021,Current smoking_2021,Sleep <7 hours_2020
neighborhood,Bridgeport,NA,Black Rock,80.4,0.24,0.11,0.05,0.11,0.09,0.26,0.7,0.65,0.12,0.14,0.34
neighborhood,Bridgeport,NA,Brooklawn-St. Vincent,79.3,0.27,0.12,0.05,0.12,0.1,0.28,0.71,0.6,0.16,0.17,0.37
neighborhood,Bridgeport,NA,Downtown,73.4,0.3,0.15,0.06,0.12,0.13,0.31,0.73,0.56,0.16,0.17,0.37
neighborhood,Bridgeport,NA,East End,76.3,0.33,0.17,0.06,0.14,0.14,0.34,0.74,0.51,0.19,0.21,0.42
neighborhood,Bridgeport,NA,East Side,75.9,0.35,0.17,0.05,0.13,0.14,0.3,0.7,0.47,0.27,0.21,0.39
neighborhood,Bridgeport,NA,Enterprise,76,0.28,0.13,0.04,0.12,0.11,0.28,0.71,0.57,0.18,0.18,0.38
neighborhood,Bridgeport,NA,Hollow,75.8,0.36,0.17,0.05,0.13,0.13,0.29,0.69,0.44,0.27,0.24,0.41
neighborhood,Bridgeport,NA,Mill Hill,76.3,0.32,0.17,0.06,0.13,0.14,0.33,0.73,0.54,0.18,0.19,0.39
neighborhood,Bridgeport,NA,North End,79.1,0.25,0.12,0.05,0.11,0.09,0.28,0.72,0.66,0.11,0.14,0.34
neighborhood,Bridgeport,NA,Reservoir-Whiskey Hill,80.3,0.28,0.14,0.05,0.13,0.12,0.32,0.74,0.59,0.15,0.17,0.4
neighborhood,Bridgeport,NA,South End,79.1,0.25,0.1,0.03,0.12,0.08,0.22,0.69,0.57,0.14,0.15,0.36
neighborhood,Bridgeport,NA,Upper East Side,76.1,0.29,0.15,0.06,0.12,0.12,0.32,0.74,0.59,0.16,0.17,0.37
neighborhood,Bridgeport,NA,West End-West Side,75.6,0.35,0.17,0.05,0.13,0.14,0.31,0.71,0.47,0.24,0.22,0.4
neighborhood,Hartford,Hartford,Asylum Hill,79.3,0.34,0.15,0.05,0.14,0.14,0.35,0.77,0.54,0.14,0.19,0.43
neighborhood,Hartford,Hartford,Barry Square,77.8,0.41,0.17,0.05,0.15,0.15,0.31,0.73,0.47,0.23,0.21,0.4
neighborhood,Hartford,Hartford,Behind the Rocks,77.9,0.38,0.17,0.06,0.13,0.16,0.33,0.75,0.5,0.23,0.2,0.4
neighborhood,Hartford,Hartford,Blue Hills,77.2,0.34,0.14,0.05,0.15,0.13,0.35,0.79,0.59,0.09,0.16,0.43
neighborhood,Hartford,Hartford,Clay Arsenal,74.8,0.46,0.23,0.07,0.16,0.2,0.4,0.77,0.41,0.24,0.26,0.45
neighborhood,Hartford,Hartford,Downtown,81.2,0.18,0.05,0.03,0.11,0.06,0.22,0.73,0.75,0.05,0.08,0.32
neighborhood,Hartford,Hartford,Frog Hollow,75.9,0.39,0.17,0.06,0.13,0.15,0.31,0.73,0.49,0.25,0.2,0.4
neighborhood,Hartford,Hartford,Northeast,77.4,0.35,0.17,0.06,0.14,0.16,0.4,0.81,0.58,0.11,0.18,0.43
neighborhood,Hartford,Hartford,Parkville,73.7,0.42,0.2,0.07,0.14,0.17,0.35,0.74,0.46,0.24,0.23,0.41
neighborhood,Hartford,Hartford,Sheldon Charter Oak,76.5,0.36,0.17,0.06,0.13,0.15,0.34,0.75,0.52,0.19,0.19,0.39
neighborhood,Hartford,Hartford,South End & South Meadows,78.2,0.37,0.17,0.06,0.13,0.14,0.33,0.74,0.53,0.2,0.2,0.39
neighborhood,Hartford,Hartford,South Green,71.9,0.39,0.18,0.07,0.13,0.17,0.35,0.76,0.51,0.22,0.19,0.39
neighborhood,Hartford,Hartford,Southwest,78.3,0.34,0.16,0.06,0.12,0.14,0.35,0.77,0.6,0.16,0.15,0.37
neighborhood,Hartford,Hartford,Upper Albany,77,0.42,0.23,0.07,0.16,0.2,0.45,0.81,0.47,0.15,0.25,0.48
neighborhood,Hartford,Hartford,West End,76.6,0.33,0.14,0.06,0.13,0.13,0.33,0.76,0.59,0.13,0.17,0.38
neighborhood,Hartford,West Hartford,Bishops Corner West,83.5,0.23,0.11,0.06,0.1,0.1,0.34,0.8,0.79,0.04,0.08,0.29
neighborhood,Hartford,West Hartford,Buena Vista,81.5,0.26,0.12,0.07,0.1,0.11,0.37,0.81,0.77,0.04,0.09,0.3
neighborhood,Hartford,West Hartford,Corbins Corner,81.9,0.26,0.12,0.06,0.11,0.1,0.32,0.78,0.74,0.06,0.11,0.32
neighborhood,Hartford,West Hartford,Elizabeth Park,86.2,0.19,0.08,0.05,0.1,0.08,0.3,0.79,0.81,0.03,0.08,0.29
neighborhood,Hartford,West Hartford,Farmington East,83.5,0.23,0.09,0.05,0.11,0.08,0.28,0.77,0.76,0.05,0.09,0.31
neighborhood,Hartford,West Hartford,Golf Acres,81,0.27,0.12,0.06,0.11,0.11,0.36,0.81,0.75,0.05,0.09,0.32
neighborhood,Hartford,West Hartford,Kennedy Park,79.9,0.25,0.1,0.04,0.12,0.09,0.28,0.75,0.68,0.08,0.13,0.35
neighborhood,Hartford,West Hartford,Mountain West,81.4,0.19,0.08,0.05,0.1,0.09,0.32,0.8,0.83,0.03,0.07,0.28
neighborhood,Hartford,West Hartford,New Park,80,0.26,0.11,0.05,0.12,0.1,0.3,0.76,0.67,0.09,0.14,0.36
neighborhood,Hartford,West Hartford,Rockledge,83.1,0.21,0.09,0.05,0.11,0.08,0.3,0.78,0.78,0.04,0.09,0.31
neighborhood,Hartford,West Hartford,West Hartford Center,83.1,0.18,0.07,0.04,0.1,0.07,0.28,0.78,0.82,0.03,0.07,0.29
neighborhood,New Haven,NA,Amity,77,0.3,0.14,0.05,0.13,0.13,0.35,0.77,0.6,0.1,0.2,0.43
neighborhood,New Haven,NA,Annex,80.4,0.29,0.12,0.04,0.12,0.11,0.29,0.72,0.59,0.16,0.2,0.4
neighborhood,New Haven,NA,Beaver Hills,75.8,0.27,0.12,0.04,0.13,0.11,0.33,0.77,0.63,0.09,0.17,0.42
neighborhood,New Haven,NA,Dixwell,73.2,0.34,0.16,0.05,0.13,0.15,0.38,0.76,0.53,0.14,0.22,0.45
neighborhood,New Haven,NA,Downtown,79.2,0.2,0.04,0.02,0.11,0.04,0.15,0.68,0.7,0.07,0.1,0.34
neighborhood,New Haven,NA,Dwight,78,0.31,0.13,0.04,0.13,0.12,0.3,0.73,0.54,0.14,0.21,0.42
neighborhood,New Haven,NA,East Rock,82.8,0.19,0.07,0.03,0.11,0.06,0.21,0.71,0.71,0.07,0.11,0.34
neighborhood,New Haven,NA,East Shore,80.7,0.23,0.1,0.05,0.1,0.09,0.3,0.76,0.75,0.06,0.13,0.33
neighborhood,New Haven,NA,Edgewood,77.9,0.31,0.14,0.04,0.14,0.12,0.34,0.76,0.56,0.12,0.23,0.45
neighborhood,New Haven,NA,Fair Haven,78.2,0.35,0.15,0.05,0.12,0.13,0.31,0.72,0.52,0.23,0.22,0.41
neighborhood,New Haven,NA,Fair Haven Heights,75,0.36,0.2,0.09,0.12,0.16,0.4,0.78,0.59,0.15,0.2,0.39
neighborhood,New Haven,NA,Hill,75.9,0.39,0.2,0.06,0.13,0.17,0.36,0.74,0.48,0.23,0.24,0.43
neighborhood,New Haven,NA,Newhallville,71.7,0.42,0.24,0.07,0.16,0.21,0.46,0.8,0.44,0.15,0.29,0.5
neighborhood,New Haven,NA,Prospect Hill,82.3,0.22,0.09,0.03,0.11,0.08,0.25,0.73,0.68,0.07,0.13,0.37
neighborhood,New Haven,NA,Quinnipiac Meadows,81.6,0.27,0.12,0.04,0.12,0.11,0.3,0.74,0.62,0.12,0.18,0.41
neighborhood,New Haven,NA,West River,74.6,0.4,0.22,0.07,0.15,0.18,0.43,0.78,0.48,0.17,0.26,0.46
neighborhood,New Haven,NA,West Rock,78.2,0.3,0.09,0.03,0.14,0.08,0.23,0.72,0.62,0.1,0.15,0.38
neighborhood,New Haven,NA,Westville,82.3,0.22,0.09,0.04,0.11,0.08,0.27,0.75,0.73,0.06,0.12,0.35
neighborhood,New Haven,NA,Wooster Square,83.5,0.24,0.09,0.04,0.11,0.08,0.25,0.72,0.66,0.1,0.15,0.36
neighborhood,Stamford,NA,Belltown,81.5,0.19,0.08,0.04,0.1,0.07,0.24,0.72,0.74,0.07,0.11,0.31
neighborhood,Stamford,NA,Cove-East Side,81.4,0.23,0.1,0.04,0.1,0.08,0.25,0.7,0.66,0.14,0.13,0.33
neighborhood,Stamford,NA,Downtown,81.2,0.18,0.07,0.03,0.1,0.07,0.21,0.69,0.71,0.08,0.1,0.32
neighborhood,Stamford,NA,Glenbrook,81.7,0.2,0.09,0.04,0.1,0.08,0.25,0.72,0.72,0.08,0.12,0.32
neighborhood,Stamford,NA,Newfield,82.7,0.17,0.08,0.05,0.1,0.07,0.26,0.75,0.81,0.04,0.08,0.27
neighborhood,Stamford,NA,North Stamford,86,0.16,0.08,0.05,0.09,0.07,0.26,0.75,0.82,0.03,0.07,0.27
neighborhood,Stamford,NA,Palmers Hill,84.6,0.17,0.08,0.05,0.09,0.07,0.26,0.75,0.8,0.04,0.08,0.28
neighborhood,Stamford,NA,Ridgeway,84.1,0.19,0.08,0.04,0.1,0.07,0.24,0.72,0.73,0.09,0.11,0.32
neighborhood,Stamford,NA,Roxbury,85.4,0.18,0.09,0.05,0.09,0.07,0.28,0.76,0.8,0.04,0.08,0.27
neighborhood,Stamford,NA,Shippan,84.2,0.15,0.07,0.04,0.09,0.06,0.25,0.74,0.82,0.03,0.07,0.27
neighborhood,Stamford,NA,South End,78.1,0.2,0.08,0.03,0.1,0.07,0.21,0.68,0.66,0.15,0.11,0.33
neighborhood,Stamford,NA,Springdale,81.8,0.2,0.09,0.04,0.1,0.07,0.25,0.72,0.71,0.08,0.12,0.32
neighborhood,Stamford,NA,Turn Of River,83.6,0.18,0.08,0.05,0.1,0.07,0.25,0.74,0.78,0.05,0.09,0.29
neighborhood,Stamford,NA,Waterside,82,0.2,0.09,0.04,0.1,0.08,0.26,0.73,0.72,0.09,0.11,0.31
neighborhood,Stamford,NA,West Side,80,0.26,0.13,0.05,0.11,0.1,0.28,0.72,0.62,0.16,0.15,0.35
neighborhood,Stamford,NA,Westover,84.6,0.17,0.08,0.05,0.09,0.07,0.26,0.75,0.8,0.04,0.08,0.28
state,NA,NA,Connecticut,80.3,0.25,0.11,0.05,0.11,0.09,0.3,0.75,0.7,0.08,0.14,0.34
puma,NA,NA,0900100,81.9,0.2,0.09,0.05,0.1,0.07,0.25,0.72,0.73,0.08,0.12,0.31
puma,NA,NA,0900101,83.1,0.17,0.08,0.04,0.1,0.07,0.25,0.74,0.8,0.04,0.09,0.28
puma,NA,NA,0900102,82.6,0.2,0.09,0.05,0.1,0.08,0.26,0.73,0.73,0.08,0.11,0.31
puma,NA,NA,0900103,83.3,0.19,0.09,0.05,0.1,0.08,0.26,0.73,0.74,0.08,0.11,0.31
puma,NA,NA,0900105,81.3,0.2,0.1,0.05,0.1,0.08,0.27,0.74,0.75,0.06,0.11,0.3
puma,NA,NA,0900300,80.3,0.25,0.11,0.05,0.11,0.1,0.32,0.77,0.73,0.06,0.13,0.34
puma,NA,NA,0900301,78.7,0.29,0.13,0.06,0.12,0.11,0.32,0.77,0.66,0.09,0.15,0.36
puma,NA,NA,0900303,82.1,0.23,0.1,0.05,0.11,0.1,0.32,0.79,0.76,0.04,0.1,0.32
puma,NA,NA,0900304,80.1,0.26,0.12,0.06,0.12,0.1,0.32,0.77,0.71,0.06,0.14,0.33
puma,NA,NA,0900305,77.7,0.32,0.14,0.06,0.12,0.11,0.32,0.76,0.63,0.12,0.17,0.36
puma,NA,NA,0900306,81.3,0.24,0.11,0.06,0.11,0.09,0.32,0.78,0.76,0.05,0.11,0.32
puma,NA,NA,0900900,81,0.22,0.1,0.05,0.1,0.08,0.3,0.76,0.76,0.05,0.13,0.33
puma,NA,NA,0900902,80.3,0.25,0.11,0.05,0.11,0.09,0.3,0.75,0.71,0.08,0.15,0.35
puma,NA,NA,0900903,79.3,0.24,0.11,0.05,0.11,0.09,0.3,0.76,0.73,0.07,0.14,0.35
puma,NA,NA,0900904,79.5,0.24,0.11,0.05,0.11,0.09,0.3,0.75,0.72,0.07,0.14,0.35
puma,NA,NA,0900906,81,0.23,0.11,0.06,0.1,0.09,0.31,0.77,0.76,0.05,0.13,0.33
puma,NA,NA,0901100,79.5,0.25,0.11,0.05,0.11,0.09,0.29,0.77,0.72,0.07,0.16,0.35
puma,NA,NA,0901101,80,0.25,0.11,0.05,0.11,0.09,0.29,0.77,0.72,0.07,0.14,0.33
region,NA,NA,6 wealthiest Fairfield County,84.1,0.16,0.07,0.04,0.09,0.07,0.26,0.75,0.81,0.03,0.08,0.27
region,NA,NA,Backus Hospital HSA,79.2,0.27,0.11,0.05,0.11,0.1,0.29,0.76,0.7,0.08,0.17,0.35
region,NA,NA,Backus Hospital HSA other towns,80.2,0.25,0.11,0.05,0.11,0.09,0.29,0.76,0.72,0.07,0.17,0.35
region,NA,NA,Capitol Region COG,79.9,0.27,0.12,0.05,0.12,0.1,0.32,0.77,0.69,0.08,0.14,0.34
region,NA,NA,Charlotte Hungerford HSA,79.9,0.25,0.12,0.06,0.11,0.09,0.3,0.75,0.71,0.06,0.14,0.33
region,NA,NA,Charlotte Hungerford HSA other towns,81.4,0.23,0.11,0.06,0.1,0.09,0.3,0.76,0.74,0.05,0.12,0.32
region,NA,NA,Connecticut Metro COG,79.8,0.24,0.12,0.05,0.11,0.09,0.28,0.73,0.67,0.11,0.14,0.33
region,NA,NA,Eastern Connecticut Health Network,79.7,0.25,0.11,0.05,0.11,0.1,0.31,0.77,0.7,0.07,0.14,0.34
region,NA,NA,Eastern Connecticut Health Network other towns,81.5,0.21,0.09,0.05,0.11,0.08,0.29,0.78,0.75,0.05,0.12,0.32
region,NA,NA,Eastern cities,77.9,0.29,0.12,0.05,0.12,0.1,0.28,0.75,0.66,0.1,0.17,0.36
region,NA,NA,Fairfield County,81.6,0.21,0.1,0.05,0.1,0.08,0.26,0.73,0.72,0.09,0.12,0.31
region,NA,NA,Greater Bridgeport,79.8,0.24,0.12,0.05,0.11,0.09,0.28,0.73,0.67,0.11,0.14,0.33
region,NA,NA,Greater Danbury,82,0.2,0.09,0.05,0.1,0.08,0.26,0.73,0.74,0.07,0.12,0.31
region,NA,NA,Greater Danbury other towns,82.5,0.19,0.09,0.05,0.1,0.07,0.27,0.75,0.78,0.04,0.1,0.29
region,NA,NA,Greater Hartford,79.9,0.27,0.12,0.05,0.12,0.1,0.32,0.77,0.69,0.08,0.14,0.34
region,NA,NA,Greater New Haven,79.8,0.25,0.11,0.05,0.11,0.1,0.31,0.75,0.7,0.08,0.15,0.36
region,NA,NA,Greater Norwalk,83.6,0.19,0.09,0.05,0.1,0.08,0.26,0.73,0.75,0.07,0.1,0.3
region,NA,NA,Greater Norwalk other towns,84.8,0.16,0.08,0.05,0.09,0.07,0.26,0.75,0.81,0.03,0.08,0.27
region,NA,NA,Greater Waterbury,79.7,0.26,0.12,0.06,0.11,0.1,0.31,0.75,0.69,0.08,0.16,0.35
region,NA,NA,Hartford County,79.8,0.28,0.12,0.06,0.12,0.11,0.33,0.77,0.69,0.08,0.14,0.35
region,NA,NA,Hartford Foundation,80.2,0.27,0.12,0.05,0.12,0.1,0.32,0.78,0.7,0.08,0.13,0.34
region,NA,NA,Hartford Foundation other towns,80.7,0.25,0.11,0.05,0.11,0.1,0.32,0.78,0.73,0.06,0.12,0.33
region,NA,NA,Hartford Hospital HSA,79.5,0.29,0.13,0.06,0.12,0.11,0.33,0.77,0.67,0.09,0.14,0.36
region,NA,NA,Hartford Hospital HSA other towns,80.2,0.26,0.12,0.06,0.11,0.1,0.33,0.78,0.71,0.07,0.13,0.34
region,NA,NA,Hartford Inner Ring,80.1,0.26,0.12,0.06,0.11,0.1,0.33,0.78,0.71,0.07,0.13,0.34
region,NA,NA,Hartford Outer Ring,81.5,0.23,0.09,0.05,0.11,0.08,0.3,0.78,0.75,0.05,0.12,0.32
region,NA,NA,Health Improvement Collaborative of Southeastern Connecticut area,80.2,0.25,0.1,0.05,0.11,0.09,0.29,0.77,0.73,0.07,0.14,0.33
region,NA,NA,Health Improvement Collaborative of Southeastern Connecticut area other towns,80.8,0.24,0.1,0.05,0.11,0.09,0.29,0.78,0.75,0.06,0.13,0.33
region,NA,NA,Hospital of Central Connecticut HSA,79.1,0.29,0.13,0.06,0.12,0.1,0.32,0.76,0.68,0.08,0.15,0.34
region,NA,NA,Hospital of Central Connecticut HSA other towns,80,0.26,0.12,0.06,0.11,0.1,0.32,0.77,0.72,0.06,0.14,0.33
region,NA,NA,Litchfield County,80.3,0.24,0.11,0.06,0.1,0.09,0.29,0.75,0.72,0.06,0.13,0.32
region,NA,NA,Lower Connecticut River Valley COG,81.1,0.23,0.1,0.05,0.11,0.09,0.29,0.78,0.74,0.05,0.13,0.3
region,NA,NA,Lower Naugatuck Valley,79.8,0.23,0.11,0.05,0.11,0.09,0.29,0.74,0.72,0.07,0.15,0.34
region,NA,NA,MidState Medical Center HSA,80.3,0.24,0.11,0.05,0.11,0.09,0.3,0.76,0.73,0.07,0.14,0.34
region,NA,NA,MidState Medical Center HSA other towns,80.9,0.23,0.1,0.05,0.11,0.08,0.3,0.76,0.76,0.05,0.13,0.33
region,NA,NA,Middlesex County,81,0.23,0.1,0.05,0.11,0.09,0.29,0.78,0.74,0.05,0.13,0.3
region,NA,NA,Natchaug Hospital HSA,79.8,0.28,0.1,0.05,0.12,0.08,0.26,0.75,0.67,0.09,0.15,0.34
region,NA,NA,Natchaug Hospital HSA other towns,81.2,0.25,0.09,0.04,0.12,0.07,0.25,0.75,0.69,0.06,0.13,0.34
region,NA,NA,Naugatuck Valley COG,79.4,0.26,0.12,0.06,0.11,0.1,0.31,0.75,0.69,0.08,0.16,0.35
region,NA,NA,New Haven County,79.5,0.26,0.12,0.05,0.11,0.1,0.31,0.75,0.69,0.09,0.16,0.36
region,NA,NA,New Haven Inner Ring,78.9,0.25,0.11,0.05,0.11,0.09,0.3,0.75,0.7,0.08,0.15,0.36
region,NA,NA,New Haven Outer Ring,81.6,0.22,0.1,0.05,0.1,0.09,0.31,0.77,0.78,0.05,0.12,0.32
region,NA,NA,New London County,79.7,0.25,0.11,0.05,0.11,0.09,0.29,0.77,0.72,0.07,0.15,0.34
region,NA,NA,North Central DMHAS,79.9,0.27,0.12,0.06,0.12,0.1,0.32,0.77,0.69,0.08,0.14,0.34
region,NA,NA,Northeastern Connecticut COG,79.7,0.27,0.12,0.05,0.11,0.1,0.31,0.75,0.71,0.07,0.17,0.34
region,NA,NA,Northwest Hills COG,80.3,0.24,0.12,0.06,0.1,0.09,0.3,0.75,0.72,0.06,0.13,0.32
region,NA,NA,Other New Haven County cities,79.7,0.25,0.11,0.05,0.11,0.09,0.3,0.75,0.7,0.09,0.16,0.35
region,NA,NA,QVHD,81,0.22,0.1,0.05,0.11,0.09,0.3,0.76,0.75,0.05,0.12,0.34
region,NA,NA,Sharon Hospital HSA,79.7,0.24,0.12,0.07,0.1,0.1,0.32,0.77,0.74,0.05,0.12,0.31
region,NA,NA,South Central DMHAS,80,0.25,0.11,0.05,0.11,0.09,0.3,0.76,0.71,0.08,0.14,0.34
region,NA,NA,South Central Regional COG,79.8,0.25,0.11,0.05,0.11,0.1,0.3,0.75,0.7,0.08,0.15,0.36
region,NA,NA,Southeastern Connecticut COG,79.4,0.26,0.11,0.05,0.11,0.1,0.29,0.77,0.71,0.08,0.16,0.34
region,NA,NA,Southeastern DMHAS,79.7,0.26,0.11,0.05,0.11,0.09,0.29,0.76,0.71,0.07,0.15,0.34
region,NA,NA,Southwestern DMHAS,81.5,0.21,0.1,0.05,0.1,0.08,0.27,0.73,0.71,0.09,0.12,0.32
region,NA,NA,St. Vincent's Medical Center HSA,79.8,0.24,0.11,0.05,0.11,0.09,0.28,0.73,0.68,0.1,0.14,0.33
region,NA,NA,St. Vincent's Medical Center HSA other towns,81.2,0.2,0.09,0.05,0.1,0.08,0.27,0.74,0.76,0.06,0.11,0.3
region,NA,NA,Stamford Hospital HSA,82.1,0.2,0.09,0.04,0.1,0.08,0.25,0.72,0.72,0.09,0.11,0.31
region,NA,NA,Tolland County,81.1,0.23,0.09,0.05,0.11,0.08,0.28,0.77,0.71,0.06,0.13,0.33
region,NA,NA,Western Connecticut COG,82.6,0.19,0.09,0.05,0.1,0.08,0.26,0.73,0.74,0.07,0.11,0.3
region,NA,NA,Western DMHAS,80.4,0.24,0.11,0.05,0.11,0.09,0.29,0.74,0.71,0.08,0.14,0.33
region,NA,NA,Windham County,79.1,0.29,0.13,0.05,0.12,0.1,0.31,0.74,0.68,0.08,0.17,0.34
region,NA,NA,Windham Hospital HSA,79.8,0.28,0.1,0.05,0.12,0.08,0.26,0.75,0.67,0.09,0.15,0.34
region,NA,NA,Windham Hospital HSA other towns,81.2,0.25,0.09,0.04,0.12,0.07,0.25,0.75,0.69,0.06,0.13,0.34
town,NA,NA,Andover,85.2,0.21,0.09,0.05,0.11,0.08,0.29,0.78,0.75,0.05,0.14,0.33
town,NA,NA,Ansonia,76.4,0.27,0.13,0.06,0.11,0.1,0.31,0.75,0.67,0.09,0.18,0.37
town,NA,NA,Ashford,78.1,0.24,0.11,0.05,0.11,0.09,0.3,0.75,0.73,0.06,0.15,0.33
town,NA,NA,Avon,83.1,0.21,0.09,0.05,0.1,0.09,0.31,0.79,0.8,0.03,0.09,0.3
town,NA,NA,Barkhamsted,81.8,0.21,0.1,0.05,0.1,0.08,0.28,0.75,0.75,0.05,0.12,0.32
town,NA,NA,Berlin,80.6,0.25,0.11,0.06,0.11,0.1,0.33,0.78,0.75,0.05,0.12,0.32
town,NA,NA,Bethany,82.6,0.2,0.09,0.05,0.1,0.08,0.3,0.76,0.78,0.04,0.12,0.33
town,NA,NA,Bethel,81.3,0.19,0.09,0.04,0.1,0.07,0.25,0.72,0.76,0.06,0.11,0.3
town,NA,NA,Bethlehem,81.1,0.21,0.1,0.05,0.1,0.09,0.29,0.76,0.75,0.04,0.12,0.31
town,NA,NA,Bloomfield,80.1,0.3,0.15,0.07,0.12,0.14,0.42,0.83,0.69,0.06,0.13,0.38
town,NA,NA,Bolton,80.9,0.22,0.1,0.05,0.11,0.09,0.31,0.78,0.74,0.05,0.13,0.32
